0.01,0,0.49512
0.01,0.01,0.49512
0.01,0.02,0.49512
0.01,0.03,0.49512
0.01,0.04,0.49512
0.01,0.05,0.49512
0.01,0.06,0.49512
0.01,0.07,0.49512
0.01,0.08,0.49512
0.01,0.09,0.49512
0.01,0.1,0.49512
0.01,0.11,0.49512
0.01,0.12,0.49512
0.01,0.13,0.49512
0.01,0.14,0.49512
0.01,0.15,0.49512
0.01,0.16,0.49512
0.01,0.17,0.49512
0.01,0.18,0.49512
0.01,0.19,0.49512
0.01,0.2,0.49512
0.01,0.21,0.49512
0.01,0.22,0.49512
0.01,0.23,0.49512
0.01,0.24,0.49512
0.01,0.25,0.49512
0.01,0.26,0.49512
0.01,0.27,0.49512
0.01,0.28,0.49512
0.01,0.29,0.49512
0.01,0.3,0.49512
0.01,0.31,0.49512
0.01,0.32,0.49512
0.01,0.33,0.49512
0.01,0.34,0.49512
0.01,0.35,0.49512
0.01,0.36,0.49512
0.01,0.37,0.49512
0.01,0.38,0.49512
0.01,0.39,0.49512
0.01,0.4,0.49512
0.01,0.41,0.49512
0.01,0.42,0.49512
0.01,0.43,0.49512
0.01,0.44,0.49512
0.01,0.45,0.49512
0.01,0.46,0.49512
0.01,0.47,0.49512
0.01,0.48,0.49512
0.01,0.49,0.49512
0.01,0.5,0.49512
0.01,0.51,0.49512
0.01,0.52,0.49512
0.01,0.53,0.49512
0.01,0.54,0.49512
0.01,0.55,0.49512
0.01,0.56,0.49512
0.01,0.57,0.49512
0.01,0.58,0.49512
0.01,0.59,0.49512
0.01,0.6,0.49512
0.01,0.61,0.49512
0.01,0.62,0.49512
0.01,0.63,0.49512
0.01,0.64,0.49512
0.01,0.65,0.49512
0.01,0.66,0.49512
0.01,0.67,0.49512
0.01,0.68,0.49512
0.01,0.69,0.49512
0.01,0.7,0.49512
0.01,0.71,0.49512
0.01,0.72,0.49512
0.01,0.73,0.49512
0.01,0.74,0.49512
0.01,0.75,0.49512
0.01,0.76,0.49512
0.01,0.77,0.49512
0.01,0.78,0.49512
0.01,0.79,0.49512
0.01,0.8,0.49512
0.01,0.81,0.49512
0.01,0.82,0.49512
0.01,0.83,0.49512
0.01,0.84,0.49512
0.01,0.85,0.49512
0.01,0.86,0.49512
0.01,0.87,0.49512
0.01,0.88,0.49512
0.01,0.89,0.49512
0.01,0.9,0.49512
0.01,0.91,0.49512
0.01,0.92,0.49512
0.01,0.93,0.49512
0.01,0.94,0.49512
0.01,0.95,0.49512
0.01,0.96,0.49512
0.01,0.97,0.49512
0.01,0.98,0.49512
0.01,0.99,0.49512
0.01,1,0.49512
0.019899,0,0.49121
0.019899,0.01,0.49121
0.019899,0.02,0.49121
0.019899,0.03,0.49121
0.019899,0.04,0.49121
0.019899,0.05,0.49121
0.019899,0.06,0.49121
0.019899,0.07,0.49121
0.019899,0.08,0.49121
0.019899,0.09,0.49121
0.019899,0.1,0.49121
0.019899,0.11,0.49121
0.019899,0.12,0.49121
0.019899,0.13,0.49121
0.019899,0.14,0.49121
0.019899,0.15,0.49121
0.019899,0.16,0.49121
0.019899,0.17,0.49121
0.019899,0.18,0.49121
0.019899,0.19,0.49121
0.019899,0.2,0.49121
0.019899,0.21,0.49121
0.019899,0.22,0.49121
0.019899,0.23,0.49121
0.019899,0.24,0.49121
0.019899,0.25,0.49121
0.019899,0.26,0.49121
0.019899,0.27,0.49121
0.019899,0.28,0.49121
0.019899,0.29,0.49121
0.019899,0.3,0.49121
0.019899,0.31,0.49121
0.019899,0.32,0.49121
0.019899,0.33,0.49121
0.019899,0.34,0.49121
0.019899,0.35,0.49121
0.019899,0.36,0.49121
0.019899,0.37,0.49121
0.019899,0.38,0.49121
0.019899,0.39,0.49121
0.019899,0.4,0.49121
0.019899,0.41,0.49121
0.019899,0.42,0.49121
0.019899,0.43,0.49121
0.019899,0.44,0.49121
0.019899,0.45,0.49121
0.019899,0.46,0.49121
0.019899,0.47,0.49121
0.019899,0.48,0.49121
0.019899,0.49,0.49121
0.019899,0.5,0.49121
0.019899,0.51,0.49121
0.019899,0.52,0.49121
0.019899,0.53,0.49121
0.019899,0.54,0.49121
0.019899,0.55,0.49121
0.019899,0.56,0.49121
0.019899,0.57,0.49121
0.019899,0.58,0.49121
0.019899,0.59,0.49121
0.019899,0.6,0.49121
0.019899,0.61,0.49121
0.019899,0.62,0.49121
0.019899,0.63,0.49121
0.019899,0.64,0.49121
0.019899,0.65,0.49121
0.019899,0.66,0.49121
0.019899,0.67,0.49121
0.019899,0.68,0.49121
0.019899,0.69,0.49121
0.019899,0.7,0.49121
0.019899,0.71,0.49121
0.019899,0.72,0.49121
0.019899,0.73,0.49121
0.019899,0.74,0.49121
0.019899,0.75,0.49121
0.019899,0.76,0.49121
0.019899,0.77,0.49121
0.019899,0.78,0.49121
0.019899,0.79,0.49121
0.019899,0.8,0.49121
0.019899,0.81,0.49121
0.019899,0.82,0.49121
0.019899,0.83,0.49121
0.019899,0.84,0.49121
0.019899,0.85,0.49121
0.019899,0.86,0.49121
0.019899,0.87,0.49121
0.019899,0.88,0.49121
0.019899,0.89,0.49121
0.019899,0.9,0.49121
0.019899,0.91,0.49121
0.019899,0.92,0.49121
0.019899,0.93,0.49121
0.019899,0.94,0.49121
0.019899,0.95,0.49121
0.019899,0.96,0.49121
0.019899,0.97,0.49121
0.019899,0.98,0.49121
0.019899,0.99,0.49121
0.019899,1,0.49121
0.029798,0,0.48535
0.029798,0.01,0.48535
0.029798,0.02,0.48535
0.029798,0.03,0.48535
0.029798,0.04,0.48535
0.029798,0.05,0.48535
0.029798,0.06,0.48535
0.029798,0.07,0.48535
0.029798,0.08,0.48535
0.029798,0.09,0.48535
0.029798,0.1,0.48535
0.029798,0.11,0.48535
0.029798,0.12,0.48535
0.029798,0.13,0.48535
0.029798,0.14,0.48535
0.029798,0.15,0.48535
0.029798,0.16,0.48535
0.029798,0.17,0.48535
0.029798,0.18,0.48535
0.029798,0.19,0.48535
0.029798,0.2,0.48535
0.029798,0.21,0.48535
0.029798,0.22,0.48535
0.029798,0.23,0.48535
0.029798,0.24,0.48535
0.029798,0.25,0.48535
0.029798,0.26,0.48535
0.029798,0.27,0.48535
0.029798,0.28,0.48535
0.029798,0.29,0.48535
0.029798,0.3,0.48535
0.029798,0.31,0.48535
0.029798,0.32,0.48535
0.029798,0.33,0.48535
0.029798,0.34,0.48535
0.029798,0.35,0.48535
0.029798,0.36,0.48535
0.029798,0.37,0.48535
0.029798,0.38,0.48535
0.029798,0.39,0.48535
0.029798,0.4,0.48535
0.029798,0.41,0.48535
0.029798,0.42,0.48535
0.029798,0.43,0.48535
0.029798,0.44,0.48535
0.029798,0.45,0.48535
0.029798,0.46,0.48535
0.029798,0.47,0.48535
0.029798,0.48,0.48535
0.029798,0.49,0.48535
0.029798,0.5,0.48535
0.029798,0.51,0.48535
0.029798,0.52,0.48535
0.029798,0.53,0.48535
0.029798,0.54,0.48535
0.029798,0.55,0.48535
0.029798,0.56,0.48535
0.029798,0.57,0.48535
0.029798,0.58,0.48535
0.029798,0.59,0.48535
0.029798,0.6,0.48535
0.029798,0.61,0.48535
0.029798,0.62,0.48535
0.029798,0.63,0.48535
0.029798,0.64,0.48535
0.029798,0.65,0.48535
0.029798,0.66,0.48535
0.029798,0.67,0.48535
0.029798,0.68,0.48535
0.029798,0.69,0.48535
0.029798,0.7,0.48535
0.029798,0.71,0.48535
0.029798,0.72,0.48535
0.029798,0.73,0.48535
0.029798,0.74,0.48535
0.029798,0.75,0.48535
0.029798,0.76,0.48535
0.029798,0.77,0.48535
0.029798,0.78,0.48535
0.029798,0.79,0.48535
